GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
5675        19   43405734   43423076    139      45  129650     -0.82634      0.79569
5676        19   43427784   43442330    137      24  138164     -0.64842      0.74164
5680        19   43511309   43531658    148      32  137401    -0.024532      0.50979
5670        19   43567862   43587893    195      36  144841       1.5412     0.061634
5673        19   43671395   43691688    140      40  140813       1.2183      0.11155
5672        19   43696354   43710926     89      51  133030     -0.53281      0.70292
5678        19   43756934   43774709    147      44  142375     0.031369      0.48749
57126       19   43856825   43867980     50      23  148607       1.7526     0.039832
83639       19   43891763   43923267    153      30  146776     -0.99411      0.83992
27076       19   43964446   43970831     38      16  146535     -0.42917       0.6661
653583      19   43978755   44010073    151      39  149689     -0.23818      0.59413
23474       19   44010371   44032408     99      26  148786      0.16892      0.43293
284346      19   44036244   44040790     13       7  152446       1.0702      0.14227
7515        19   44046964   44080730    182      45  147949     -0.20339      0.58058
390940      19   44079952   44086756     33      13  153527      0.31111      0.37786
126298      19   44088019   44101287     52      29  143856       1.3071     0.095588
79177       19   44099544   44105087     22      14  143798       1.1951      0.11603
126299      19   44110876   44125298     54      27  144448       1.4367     0.075404
100170229   19   44115253   44119150     19      10  145380       1.5792     0.057149
199731      19   44126019   44144991     66      25  147366      0.82304      0.20524
5329        19   44149747   44175498    155      39  150386     -0.60335      0.72686
56269       19   44219214   44224673     28      12  143286      0.24478      0.40331
56006       19   44232351   44260142    118      31  144634       1.4497     0.073573
3783        19   44270185   44287269     98      34  151179       1.3015     0.096535
284348      19   44299579   44325808    147      32  150869       1.2924     0.098111
284349      19   44330445   44353550    155      19  150721      0.13632      0.44578
342908      19   44376015   44389116     61      15  138879       1.1881      0.11739
7596        19   44416276   44440411    145      28  146863      0.43759      0.33084
7638        19   44454375   44472252    103      28  142356      0.44829      0.32697
7711        19   44471014   44502977    211      33  148266       1.0995      0.13578
7773        19   44506077   44518572     62      16  146875       1.7225     0.042485
7673        19   44528494   44537763     48      18  143511       2.2524     0.012148
7766        19   44555164   44572642    111      24  131588       1.6908     0.045435
342909      19   44575297   44592123    106      31  143090       1.6642     0.048039
7767        19   44597482   44614497     80      14  149907       2.4024    0.0081434
7768        19   44616528   44637755    109      23  140309       2.2741      0.01148
10780       19   44644710   44664962     92      32  145096        1.273       0.1015
7769        19   44668215   44683034     64      18  147406       2.3276    0.0099659
7770        19   44715684   44741921     88      28  145892        2.385    0.0085406
353355      19   44763033   44779970     65      23  144169       1.1771      0.11958
9310        19   44790001   44810606     90      35  142841       2.1724     0.014914
7771        19   44830206   44861856    174      32  145417      0.30126      0.38161
26974       19   44889308   44906777    156      23  148795      0.94471       0.1724
7772        19   44929923   44953766    158      34  147319     0.050493      0.47986
7733        19   44978145   45005574    190      32  147612      0.55262      0.29026
125931      19   45009711   45034548    140      40  146630      0.19211      0.42383
147710      19   45115911   45140581    118      27  151796       1.2041      0.11428
5817        19   45146098   45169929     96      33  145370      0.80972      0.20905
56971       19   45173724   45188131     56      27  141384       1.8165      0.03465
388551      19   45201421   45214486     65      28  148067       2.0059     0.022432
602         19   45245070   45263801     70      28  146774        1.272      0.10168
23624       19   45280126   45304403    116      33  139341     -0.53411      0.70337
4059        19   45311316   45325178     90      27  148366     -0.12079      0.54807
5819        19   45348393   45392985    283      46  147355       2.2001     0.013899
10452       19   45393477   45407446     86      26  149544       2.3412    0.0096103
348         19   45408039   45413150     21      13  147786       3.4271   0.00030501
341         19   45416577   45423106     29      15  146025       4.2992   8.5707e-06
346         19   45444495   45449253     23      13  143369       2.4632    0.0068848
344         19   45448239   45453322     33       8  148196        1.616     0.053043
1209        19   45456842   45497104    208      38  147378       1.5029     0.066431
5971        19   45503707   45541956    180      69  143723      0.79157      0.21431
11129       19   45541298   45574714    125      36  144021     0.035763      0.48574
162979      19   45574258   45580688     19      11  137405       0.2417      0.40451
79760       19   45578024   45595282     91      13  150733     -0.51655      0.69726
284352      19   45595431   45651043    321      38  143682       2.1624     0.015294
